"time"	"n.risk"	"n.event"	"n.censored"
3.12166537613675	336	0	5
11.1166939012624	331	3	6
18.779314682646	322	2	5
25.694822879939	315	6	8
36.5749004156544	301	6	3
39.0828679055243	292	7	4
42.5783464281705	281	22	0
42.7257881086551	259	14	2
44.0643098839686	243	21	1
44.7961784675069	221	10	6
50.0591616470744	205	5	7
55.6951743709115	193	4	13
66.5271581866832	176	3	6
78.2565758010612	167	3	2
81.5762056226802	162	5	1
84.5465262960324	156	8	1
84.9538786383971	147	7	2
88.4439010147979	138	6	4
97.3392155926022	128	4	3
106.779250365029	121	2	3
118.638001713838	116	3	2
125.231951704761	111	4	0
126.900576655489	107	7	0
128.986322109899	100	5	0
131.385314295027	95	5	0
136.379507287338	90	5	0
145.464006576946	85	3	0
156.525755923905	82	2	1
167.351598492936	79	3	0
167.723927180077	76	5	1
171.169315083158	70	5	0
175.381497842384	65	4	1
184.667152765411	60	4	1
193.889666230302	55	3	3
206.133035629737	49	2	1
214.776952907603	46	4	1
225.031536360587	41	3	2
236.393727104888	36	1	1
248.413007065556	34	2	0
258.745434307491	32	2	0
264.832661228978	30	2	1
286.699046607411	27	2	1
296.776907148589	24	3	0
301.743026690664	21	2	1
313.784066352784	18	1	0
323.417186387581	17	1	0
341.998499679823	16	0	0
352.075832782235	16	0	0
357.186199392108	16	1	1
372.968849306226	14	1	1
385.005655490233	12	1	0
394.883032361957	11	0	1
407.653965665422	10	0	0
417.347337140421	10	1	1
427.379936976335	8	1	2
504.54731526619	5	1	0
516.115547074468	4	0	0
539.178431821207	4	0	0
