"time"	"n.risk"	"n.event"	"n.censored"
0.307607564056746	154	0	1
0.75678947123079	153	6	1
1.21720092608418	146	4	0
1.61023509486147	142	4	1
1.9246624298833	137	4	0
2.07438973227465	133	6	1
2.17171247882903	126	2	0
2.23908976490513	124	5	0
2.53105800456826	119	6	1
3.00269900710101	112	2	0
3.49679910499246	110	3	0
3.9235219168078	107	4	0
4.12565377503612	103	3	0
4.24917879950898	100	6	0
4.57483568221017	94	2	0
5.06893578010162	92	0	0
5.56303587799307	92	3	0
5.96729959444971	89	1	0
6.16943145267803	88	6	0
6.48385878769986	82	4	0
6.9554997902326	78	2	0
7.44959988812405	76	2	1
7.9436999860155	73	2	0
8.28058641639604	71	2	0
8.54560374162872	69	4	0
9.02173656323321	65	2	0
9.51583666112466	63	0	0
10.1896095218857	63	3	0
10.6837096197771	60	1	0
11.1778097176686	59	0	0
11.67190981556	59	0	0
12.1660099134515	59	0	0
12.6601100113429	59	3	1
13.1542101092344	55	0	1
13.6483102071258	54	1	0
14.1424103050173	53	0	1
14.6365104029087	52	1	0
15.1306105008002	51	2	0
15.6247105986916	49	1	0
16.1188106965831	48	0	0
16.5455335083984	48	1	0
16.9722563202138	47	3	0
17.4663564181052	44	1	0
17.9604565159967	43	0	0
18.4545566138881	43	1	1
18.9486567117796	41	1	2
19.442756809671	38	0	1
19.7571841446928	37	0	3
20.7254207001569	34	0	1
21.1945662476498	33	0	8
22.8161129325481	25	1	2
23.1260484484982	22	2	5
24.1067622791615	15	0	1
24.6233214724117	14	0	2
25.102448840064	12	0	2
25.5965489379554	10	0	2
26.0906490358469	8	0	2
26.5847491337383	6	0	1
27.0788492316298	5	0	0
27.5729493295212	5	0	0
28.0670494274127	5	0	1
28.5611495253041	4	0	0
28.9878723371195	4	0	0
29.1	4	1	0
29.11	3	1	1
29.3696769582174	1	0	0
29.8637770561088	1	0	0
30.3578771540003	1	0	1
30.8519772518917	0	0	0
31.211322777631	0	0	0
