"time"	"n.risk"	"n.event"	"n.censored"
0.0332422977128792	136	0	0
0.0683549297484298	136	4	1
0.0941452499333181	131	3	0
0.126579438861524	128	12	2
0.188885446097871	114	17	0
0.211571550184598	97	9	0
0.223614088572474	88	9	0
0.226518789919294	79	5	1
0.247385830217518	73	15	0
0.248048656220102	58	7	0
0.250360561373695	51	8	0
0.259767899097119	43	6	0
0.279528898415127	37	4	1
0.328997850435879	32	13	1
0.386794908857431	18	3	0
0.422938890636904	15	3	0
0.496742569560794	12	3	1
0.562851078170344	8	2	0
0.639802781313737	6	0	0
0.71411726077088	6	0	0
0.790208382912186	6	0	0
0.947609593887306	6	1	0
1.0298080040632	5	1	0
1.10151300017409	4	0	0
1.17846470331748	4	1	0
1.25541640646087	3	0	0
1.33236810960426	3	0	0
1.40931981274766	3	1	0
1.48627151589105	2	0	0
1.56322321903444	2	0	0
1.64017492217783	2	0	0
1.71712662532123	2	0	0
1.79407832846462	2	0	0
1.87103003160801	2	0	0
1.9479817347514	2	0	0
2.0249334378948	2	0	0
2.10188514103819	2	0	0
2.17883684418158	2	0	0
2.25578854732497	2	0	0
2.33274025046837	2	0	0
2.40969195361176	2	0	0
2.48664365675515	2	0	1
2.56359535989854	1	0	0
2.64054706304194	1	0	0
