"time" "survival" "NA." "NA..1"
0.423596174993974 0.987193134860449 1 1
0.91542328067161 0.973256034055117 1 1
1.13470086501717 0.962675966077798 1 1
1.65683458546817 0.949031252002648 1 1
2.00840430490018 0.931195661461559 1 1
2.55227251992024 0.925380414272388 1 1
3.09962846874182 0.90074567198977 1 1
3.50439308653669 0.891021724734582 1 1
4.07252602663953 0.874681483470708 1 1
4.59374550478759 0.85347926857924 1 1
5.07084698137012 0.833079028719128 1 1
5.63493116203265 0.812361340409105 1 1
6.10844851973002 0.800832949333365 1 1
6.62759791580824 0.794651058466665 1 1
7.09654210889901 0.776133232221818 1 1
7.5960697675353 0.765802234422062 1 1
8.03494318169564 0.753716916241215 1 1
8.71641078768799 0.747999131295437 1 1
9.28423741788302 0.74143667357358 1 1
9.98843868769206 0.736043762772449 1 1
10.6239422296861 0.715511716830794 1 1
10.9872798158899 0.709274133253583 1 1
11.6005350373962 0.70225685172922 1 1
12.2592803726078 0.696539066783443 1 1
12.9402876999501 0.67769636639395 1 1
13.4306621935517 0.665533078418388 1 1
13.8257179916756 0.656644521820861 1 1
14.4162509424012 0.649627240296498 1 1
15.1200466201326 0.632668809945955 1 1
15.5816764841814 0.621558114199047 1 1
16.0283837498203 0.616879926516138 1 1
16.5278049649498 0.603513675993542 1 1
17.1183554935022 0.596997628863777 1 1
17.7316517299378 0.591149894260141 1 1
18.3221094866265 0.581988443381112 1 1
19.026328985293 0.577115331211415 1 1
19.6167635001885 0.567291137077307 1 1
20.2982885270817 0.563210717820548 1 1
20.9799446360315 0.562868123268012 1 1
21.4871780262792 0.556290898539579 1 1
22.1649815283559 0.544261694983716 1 1
22.6743170994423 0.542652681947322 1 1
24.1634030684933 0.521620329822912 1 1
24.6946104305885 0.519027834148634 1 1
25.1138604797304 0.519027834148634 1 1
25.5909939870195 0.518540522931664 1 1
26.2461698840864 0.518540522931664 1 1
26.6059289177168 0.518540522931664 1 1
27.1587600340722 0.518540522931664 1 1
27.8460870784233 0.518540522931664 1 1
28.2676159626041 0.518540522931664 1 1
28.7765292042073 0.518540522931664 1 1
29.3703624895697 0.518540522931664 1 1
29.7793223486949 0.513959797492149 1 1
30.2907996448119 0.412421860283565 1 1
30.8077238478153 0.412421860283565 1 1
31.2905721019073 0.412421860283565 1 1
31.7904620590849 0.412421860283565 1 1
32.6312024839462 0.412421860283565 0 0
