"time"	"n.risk"	"n.event"	"n.censored"
0.265535608601302	212	0	8
0.899191161964884	204	2	7
1.47524166502268	195	4	4
1.72972972972972	187	3	0
1.79206944170447	184	4	3
2.03689090550404	177	7	1
2.68494772144407	169	4	2
3.28980074965476	163	7	1
3.63543105148944	155	9	0
3.69303610179522	146	7	0
4.00986387847701	139	9	0
4.6435194318406	130	2	1
5.2195699348984	127	2	0
5.47747747747747	125	4	1
5.5075951864273	120	5	0
5.73801538765042	115	8	0
6.25646084040244	107	4	0
6.89011639376602	103	1	0
7.24324324324324	102	4	0
7.37975932136516	98	4	0
7.86940224896429	94	3	0
8.50305780232787	91	0	0
8.96389820477411	91	4	0
9.15315315315315	87	3	0
9.36713355691458	84	4	0
10.0007891102781	80	3	0
10.6344446636417	77	2	0
10.9189189189189	75	3	0
11.2681002170053	72	5	0
11.9017557703689	67	2	0
12.5354113237324	65	3	0
12.9386466758729	62	4	0
13.3418820280134	58	3	1
13.9755375813769	54	3	0
14.6091931347405	51	1	0
15.2428486881041	50	0	0
15.8765042414677	50	3	0
16.5101597948313	47	4	0
17.1438153481949	43	1	0
17.7774709015584	42	3	0
18.411126454922	39	2	0
19.0447820082856	37	3	0
19.6784375616492	34	0	0
20.3120931150128	34	1	0
20.9457486683764	33	0	1
21.5794042217399	32	1	0
22.2130597751035	31	1	4
22.8467153284671	26	0	4
23.4803708818307	22	0	3
24.1140264351943	19	1	1
24.7476819885579	17	0	1
25.3813375419214	16	0	0
26.014993095285	16	0	3
26.6486486486486	13	0	3
27.2823042020122	10	0	3
27.9159597553758	7	0	3
28.5496153087393	4	0	1
29.1832708621029	3	0	1
29.6729137897021	2	0	0
