"time"	"n.risk"	"n.event"	"n.censored"
0.0276869608549337	540	0	7
0.069660617114966	533	26	4
0.0941452499333181	503	20	7
0.133787036401126	476	22	5
0.164101343700038	449	24	4
0.18858597651839	421	21	4
0.209572804648406	396	17	2
0.221465340588749	377	21	1
0.226426686386405	355	21	1
0.231388032184062	333	20	1
0.236349377981718	312	20	1
0.241232728591119	291	26	0
0.244465402878421	265	17	1
0.247698077165724	247	17	0
0.250930751453026	230	17	1
0.254163425740329	212	17	0
0.257396100027631	195	17	2
0.265790831279637	176	25	4
0.288273410135967	147	17	8
0.338991578116839	122	17	0
0.408947671883559	105	9	0
0.47890376565028	96	16	0
0.555855468793672	80	7	0
0.632807171937065	73	3	0
0.709758875080457	70	10	0
0.786710578223849	60	6	1
0.863662281367242	53	5	0
0.940613984510634	48	4	0
1.01756568765402	44	3	0
1.09451739079741	41	2	1
1.17146909394081	38	2	1
1.2484207970842	35	3	1
1.32537250022759	31	1	0
1.40232420337098	30	1	1
1.47927590651438	28	1	1
1.55622760965777	26	1	1
1.63317931280116	24	0	0
1.71013101594455	24	1	0
1.78708271908795	23	0	1
1.86403442223134	22	1	1
1.94098612537473	20	0	0
2.01793782851812	20	1	0
2.09488953166152	19	0	1
2.17184123480491	18	0	0
2.2487929379483	18	0	1
2.32574464109169	17	0	0
2.40269634423509	17	0	1
2.47964804737848	16	0	1
2.55659975052187	15	1	1
2.63355145366526	13	2	0
2.71050315680866	11	0	1
2.78745485995205	10	0	1
2.86440656309544	9	0	1
2.94135826623883	8	0	0
3.01830996938223	8	0	0
3.09526167252562	8	1	1
3.17221337566901	6	0	1
3.2491650788124	5	0	1
3.3261167819558	4	0	0
3.40306848509919	4	0	0
3.48002018824258	4	0	1
3.55697189138597	3	0	0
3.63392359452937	3	0	0
3.71087529767276	3	0	0
3.78782700081615	3	0	1
3.86477870395954	2	0	1
3.94173040710293	1	0	0
4.01868211024633	1	0	0
4.09563381338972	1	0	1
4.17258551653311	0	0	0
4.2495372196765	0	0	0
4.29151087593654	0	0	0
