"time"	"n.risk"	"n.event"	"n.censored"
0.181565117310999	344	0	1
0.599121554162737	343	7	1
0.997698152975761	335	8	1
1.39627475178878	326	9	1
1.81383118864052	316	8	2
2.21240778745354	306	8	1
2.61098438626657	297	8	1
3.0285408231183	288	4	1
3.44609725997004	283	8	2
3.86365369682178	273	6	1
4.28121013367352	266	5	1
4.69876657052526	260	0	1
5.116323007377	259	7	5
5.53387944422874	247	9	6
5.95143588108048	232	3	6
6.36899231793222	223	4	6
6.78654875478396	213	5	6
7.20410519163569	202	4	6
7.62166162848743	192	6	6
8.03921806533917	180	4	6
8.45677450219091	170	4	6
8.83637126296522	160	6	4
9.15902850962338	150	7	5
9.51964543235898	138	7	6
9.93720186921071	125	5	5
10.2978187919463	115	3	3
10.6584357146819	109	7	4
11.0759921515336	98	2	4
11.4935485883853	92	2	3
11.8731453491596	87	2	4
12.2527421099339	81	4	3
12.6702985467857	74	2	4
13.0878549836374	68	0	4
13.5054114204892	64	0	4
13.9229678573409	60	0	4
14.3405242941926	56	0	4
14.7580807310444	52	0	3
15.1756371678961	49	1	2
15.5931936047479	46	2	3
16.0107500415996	41	2	2
16.4283064784513	37	1	3
16.8458629153031	33	1	2
17.2634193521548	30	0	3
17.6809757890066	27	0	3
18.0985322258583	24	0	2
18.51608866271	22	0	3
18.9336450995618	19	0	2
19.3512015364135	17	0	3
19.7687579732652	14	0	2
20.186314410117	12	0	1
20.6038708469687	11	0	2
21.0214272838205	9	0	2
21.4389837206722	7	0	2
21.8565401575239	5	0	2
22.2740965943757	3	0	2
22.6916530312274	1	0	1
22.9573707637694	0	0	0
