"time"	"n.risk"	"n.event"	"n.censored"
0.209020018786798	275	0	1
0.413405495679552	274	0	2
0.617796731153321	272	0	2
0.822187966627089	270	0	2
1.02657920210085	268	0	7
1.22811497313131	261	0	1
1.25	260	4	7
1.43516504150083	249	0	6
1.57501205310661	243	6	4
1.69139970211398	233	4	8
1.88046646757269	221	3	7
2.0847779688478	211	1	14
2.28909242324138	196	1	15
2.49336848709486	180	2	13
2.68752219599092	165	3	11
2.83733128004171	151	8	5
2.90083416251708	138	6	10
3.05290142269354	122	7	0
3.25309040222653	115	3	1
3.45308355836448	111	1	1
3.66157726601533	109	2	1
3.86120727471421	106	1	0
4.07009292270919	105	2	6
4.27431523980654	97	2	6
4.48275651729991	89	6	6
4.68643261470682	77	0	5
4.83068297592092	72	4	0
4.8540657032708	68	4	4
4.98117279060164	60	5	5
5.15328429668315	50	1	2
5.36191508176522	47	2	2
5.57239153776545	43	0	2
5.77350054202156	41	2	2
5.98083617196014	37	1	1
6.1851026381786	35	0	2
6.37044832671049	33	3	2
6.57313022338646	28	1	3
6.78437321050396	24	2	2
6.95401934360032	20	2	2
7.13627404240567	16	2	1
7.28404026482856	13	3	1
7.50126280004997	9	1	1
7.67774027381957	7	0	1
7.81660077687562	6	1	1
8.02098241471436	4	0	1
8.22537365018814	3	0	1
8.42043636832385	2	0	0
8.57791014084029	2	0	1
8.78229753726005	1	0	1
8.99446429674861	0	0	0
